openalex_id,doi,title,authors,journal,year,cited_by_count,search_query,target_journal_match,extraction_status
https://openalex.org/W2965274322,10.1016/j.apsusc.2019.07.238,Structural and electronic properties of CO and NO gas molecules on Pd-doped vacancy graphene: A first principles study,"M.S.M. Shukri, Muhammad Noor Syazwan Saimin, Muhamad Kamil Yaakob, et al.",Applied Surface Science,2019,72,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W3217471999,10.1016/j.apsusc.2021.152020,First-principles analysis of Ti3C2Tx MXene as a promising candidate for SF6 decomposition characteristic components sensor,"Fuping Zeng, Xiaoxuan Feng, Xiaoyue Chen, et al.",Applied Surface Science,2021,68,DFT adsorption energy gas sensing MXene,True,pending
https://openalex.org/W2204072696,10.1016/j.snb.2015.12.051,Room temperature gas sensing properties of ultrathin carbon nanotube films by surfactant-free dip coating,"Carlo Piloto, Francesca Mirri, E. Amram Bengio, et al.",Sensors and Actuators B Chemical,2015,68,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W2997058987,10.1016/j.apsusc.2019.145202,"Adsorption of CO, NO, and NH3 on ZnO monolayer decorated with noble metal (Ag, Au)","Yongfeng Qu, Jijun Ding, Haiwei Fu, et al.",Applied Surface Science,2019,67,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W2996928396,10.1016/j.snb.2019.127629,Synthesis of au-decorated SnO2 crystallites with exposed (221) facets and their enhanced acetylene sensing properties,"Nan Zhang, Yizhuo Fan, Yang Lü, et al.",Sensors and Actuators B Chemical,2019,66,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W2944283415,10.1016/j.cplett.2019.05.014,Electron transport in CO2 adsorbed ZnO nanowire: DFT study,"Monika Srivastava, Anurag Srivastava",Chemical Physics Letters,2019,66,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W4200306346,10.1016/j.cplett.2021.139300,"Adsorption of gas molecule on Rh, Ru doped monolayer MoS2 for gas sensing applications: A DFT study","Ruijuan Du, Wei Wu",Chemical Physics Letters,2021,65,DFT adsorption energy gas sensing MoS2,True,pending
https://openalex.org/W2799681616,10.1016/j.snb.2018.04.175,"High selectivity of N-doped ZnO nano-ribbons in detecting H2, O2 and CO2 molecules: Effect of negative-differential resistance on gas-sensing","Nacir Tit, Wael Othman, Alaa Shaheen, et al.",Sensors and Actuators B Chemical,2018,64,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W2895966503,10.3390/s18103425,Acetone Sensing Properties and Mechanism of SnO2 Thick-Films,"Yanping Chen, Hongwei Qin, Yue Cao, et al.",Sensors,2018,63,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W2929796339,10.1016/j.snb.2019.02.107,"Microfluidically synthesized Au, Pd and AuPd nanoparticles supported on SnO2 for gas sensing applications","Ghazal Tofighi, David Degler, Benjamin Junker, et al.",Sensors and Actuators B Chemical,2019,63,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W3043080450,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Ehab Salih, Ahmad I. Ayesh",Sensors,2020,62,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W1981189162,10.3390/s130708393,Hydrogen Sensing with Ni-Doped TiO2 Nanotubes,"Zhaohui Li, Dongyan Ding, Qiang Liu, et al.",Sensors,2013,62,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W2617334875,10.1039/c7ta01293d,Room-temperature methane gas sensing properties based on in situ reduced graphene oxide incorporated with tin dioxide,"King Cheong Lam, Bolong Huang, San‐Qiang Shi",Journal of Materials Chemistry A,2017,60,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W1676292264,10.3390/s150613522,A Ni-Doped Carbon Nanotube Sensor for Detecting Oil-Dissolved Gases in Transformers,"Jia Lü, Xiaoxing Zhang, Xiaoqing Wu, et al.",Sensors,2015,60,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W1936473049,10.1186/s11671-015-1060-7,Study on adsorption and desorption of ammonia on graphene,"Zhengwei Zhang, Xinfang Zhang, Wei Luo, et al.",Nanoscale Research Letters,2015,59,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W2886837474,10.1016/j.apsusc.2018.08.014,Promoting sensitivity and selectivity of HCHO sensor based on strained InP3 monolayer: A DFT study,"Huiru Yang, Zeping Wang, Huaiyu Ye, et al.",Applied Surface Science,2018,59,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W2064839595,10.1039/c3cp52490f,Characterization of Pt-doped SnO2 catalyst for a high-performance micro gas sensor,"Naoyoshi Murata, Takuya Suzuki, Makoto Kobayashi, et al.",Physical Chemistry Chemical Physics,2013,58,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W2198818689,10.1016/j.snb.2015.12.075,Augmenting the sensing aptitude of hydrogenated graphene by crafting with defects and dopants,"Md. Saiful Islam, Tanveer Hussain, Gummadi Srinivasa Rao, et al.",Sensors and Actuators B Chemical,2015,56,DFT adsorption energy gas sensing graphene,True,pending
https://openalex.org/W2948477536,10.3390/s19112617,Near Room Temperature Light-Activated WS2-Decorated rGO as NO2 Gas Sensor,"Valentina Paolucci, Seyed Mahmoud Emamjomeh, L. Ottaviano, et al.",Sensors,2019,56,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W2980941811,10.3390/s19204563,Gas Sensing Properties of Perovskite Decorated Graphene at Room Temperature,"Juan Casanova‐Cháfer, Rocio García‐Aboal, Pedro Atienzar, et al.",Sensors,2019,54,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W4396594385,10.1039/d3ta07691a,"Donor–acceptor hetero[6]radialene-based three-dimensional covalent organic frameworks for organic pollutant adsorption, photocatalytic degradation, and hydrogen production activity","Jing Han Wang, Ahmed E. Hassan, Ahmed M. Elewa, et al.",Journal of Materials Chemistry A,2024,54,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W4221064086,10.1016/j.snb.2022.131735,Enhanced NO2 sensitivity of SnO2 SAW gas sensors by facet engineering,"Licheng Zhou, Zhixiang Hu, Peng Wang, et al.",Sensors and Actuators B Chemical,2022,52,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W2069233762,10.1016/j.apsusc.2015.03.149,DFT study of CO adsorption on Pd-SnO2(1 1 0) surfaces,"P. Bechthold, M.E. Pronsato, Carolina Pistonesi",Applied Surface Science,2015,52,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W3198220500,10.1016/j.apsusc.2021.151110,The role of oxygen vacancies on SnO2 in improving formaldehyde competitive adsorption: A DFT study with an experimental verification,"Yanhui Sun, Shupeng Sun, Yangong Zheng, et al.",Applied Surface Science,2021,51,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W4285594104,10.1021/acssensors.2c00658,N–p-Conductor Transition of Gas Sensing Behaviors in Mo<sub>2</sub>CT<sub><i>x</i></sub> MXene,"Junghoon Choi, Benjamin Chacon, Hyunsoo Park, et al.",ACS Sensors,2022,50,DFT adsorption energy gas sensing MXene,True,pending
https://openalex.org/W2621856880,10.1016/j.apsusc.2017.06.039,A first principle simulation of competitive adsorption of SF6 decomposition components on nitrogen-doped anatase TiO2 (101) surface,"Xingchen Dong, Xiaoxing Zhang, Hao Cui, et al.",Applied Surface Science,2017,50,DFT adsorption energy gas sensing TiO2,True,pending
https://openalex.org/W4213281740,10.1016/j.sna.2022.113460,The sensing mechanism of HCHO gas sensor based on transition metal doped graphene: Insights from DFT study,"Yuanchao Li, Yanling Xu, Xin Li",Sensors and Actuators A Physical,2022,49,DFT adsorption energy gas sensing graphene,True,pending
https://openalex.org/W3132368984,10.1016/j.snb.2021.129657,Ultrasensitive NO2 gas sensor with insignificant NH3-interference based on a few-layered mesoporous graphene,"Daniel Matatagui, Jesús López‐Sánchez, Álvaro Peña, et al.",Sensors and Actuators B Chemical,2021,49,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W3168840864,10.1016/j.snb.2021.130303,Hierarchical flower-like TiO2 microspheres for high-selective NH3 detection: A density functional theory study,"Chen Yang, Lingmin Yu, Hongbo Du, et al.",Sensors and Actuators B Chemical,2021,47,DFT adsorption energy gas sensing TiO2,True,pending
https://openalex.org/W2079059701,10.1016/j.commatsci.2013.07.046,Mechanism of CO adsorption on hexagonal WO3 (001) surface for gas sensing: A DFT study,"Linghuan Zhao, Feng Tian, Xiaobin Wang, et al.",Computational Materials Science,2013,47,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W3166989117,10.3390/chemosensors9060133,Fluoro-Substituted Metal Phthalocyanines for Active Layers of Chemical Sensors,"Darya Klyamer, Dmitry Bonegardt, Tamara V. Basova",Chemosensors,2021,47,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W2803181560,10.1016/j.snb.2018.05.067,The crystal facet-dependent electrochemical performance of TiO2 nanocrystals for heavy metal detection: Theoretical prediction and experimental proof,"Jianjun Liao, Fan Yang, Cai‐Zhuang Wang, et al.",Sensors and Actuators B Chemical,2018,42,DFT adsorption energy gas sensing TiO2,True,pending
https://openalex.org/W4323669991,10.1016/j.snb.2023.133632,Au-doped ZnO@ZIF-7 core-shell nanorod arrays for highly sensitive and selective NO2 detection,"Mingqi Sun, Mingyuan Wang, Chuanxin Ge, et al.",Sensors and Actuators B Chemical,2023,41,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W3157040838,10.1016/j.sna.2021.112804,Heterostructure-based devices with enhanced humidity stability for H2 gas sensing applications in breath tests and portable batteries,"Oleg Lupan, Nicolai Ababii, Abhishek Kumar Mishra, et al.",Sensors and Actuators A Physical,2021,41,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W4379470083,10.3390/chemosensors11060334,N-Doped Graphene and Its Derivatives as Resistive Gas Sensors: An Overview,"Ali Mirzaei, Somalapura Prakasha Bharath, Jin‐Young Kim, et al.",Chemosensors,2023,38,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W2900347315,10.1016/j.snb.2018.10.159,Exploiting sensor geometry for enhanced gas sensing properties of fluorinated carbon nanotubes under humid environment,"Claudia Struzzi, Mattia Scardamaglia, Juan Casanova‐Cháfer, et al.",Sensors and Actuators B Chemical,2018,37,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W4393320964,10.1016/j.snb.2024.135727,SnO2-inserted 2D Layered Ti3C2Tx MXene: From heterostructure construction to ultra-high sensitivity for Ppb-level H2S detection,"Dongnan Zhang, Jiayao Jiang, Ying Yang, et al.",Sensors and Actuators B Chemical,2024,35,DFT adsorption energy gas sensing MXene,True,pending
https://openalex.org/W2790947894,10.1016/j.snb.2018.02.069,Using sensor arrays to decode NO /NH3/C3H8 gas mixtures for automotive exhaust monitoring,"Unab Javed, Kannan Ramaiyan, Cortney R. Kreller, et al.",Sensors and Actuators B Chemical,2018,35,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W2965196630,10.3390/s19153379,NO2 and NH3 Sensing Characteristics of Inkjet Printing Graphene Gas Sensors,"Caterina Travan, Alexander Bergmann",Sensors,2019,34,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W4385975694,10.1109/jsen.2023.3305335,Gas Sensitive Analysis of Composite MoS<sub>2</sub>(001) Surface to Air Discharge Products: A DFT Study,"Mingxiang Wang, Dachang Chen, Pengfei Jia",IEEE Sensors Journal,2023,33,DFT adsorption energy gas sensing MoS2,True,pending
https://openalex.org/W4382774473,10.3390/s23104623,Hydrogen Sensing Mechanism of WS2 Gas Sensors Analyzed with DFT and NAP-XPS,"Tomoya Minezaki, Péter Krüger, Fatima Ezahra Annanouch, et al.",Sensors,2023,33,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W2916472205,10.1109/jsen.2019.2901361,Sensitivity Optimization of a Microstructured Optical Fiber Ammonia Gas Sensor by Means of Tuning the Thickness of a Metal Oxide Nano-Coating,"Diego López‐Torres, Aitor Lopez-Aldaba, César Elosúa, et al.",IEEE Sensors Journal,2019,33,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W4382983176,10.3390/chemosensors11070370,The Influence of Carboxyl-Functionalized Carbon Dots on Ethanol Selectivity in Gas Sensing,"Futong Tian, Guoxing Ma, Xing Zhao, et al.",Chemosensors,2023,32,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W2560576997,10.1016/j.snb.2016.12.035,H2 sensing mechanism under different oxygen concentration on the hexagonal WO3 (001) surface: A density functional theory study,"Feng Tian, Cong Gong, Yanhua Peng, et al.",Sensors and Actuators B Chemical,2016,30,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W2993529407,10.1016/j.snb.2019.127538,Insight into highly selective dimethyl trisulfide detection based on WO3 nanorod bundles with exposed (002) facets,"Xiafen Hu, Xiaoxia Wang, Tingting Zhou, et al.",Sensors and Actuators B Chemical,2019,30,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W4387642816,10.1016/j.cplett.2023.140884,Mechanism of CO and acetone adsorption on ZnO and Pt-doped ZnO surfaces for gas sensing applications: A DFT investigation,"M. Shajahani, H. Rezagholipour Dizaji",Chemical Physics Letters,2023,29,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W2749427745,10.3390/s17081907,A DFT Calculation of Fluoride-Doped TiO2 Nanotubes for Detecting SF6 Decomposition Components,"Xiaoxing Zhang, Jun Zhang, Xingchen Dong, et al.",Sensors,2017,28,DFT adsorption energy gas sensing TiO2,True,pending
https://openalex.org/W4390945901,10.3390/s24020584,"Disclosing Fast Detection Opportunities with Nanostructured Chemiresistor Gas Sensors Based on Metal Oxides, Carbon, and Transition Metal Dichalcogenides","Michele Galvani, Sonia Freddi, L. Sangaletti",Sensors,2024,28,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W4292162627,10.1016/j.apsusc.2022.154570,Transition metal decorated ZnO monolayer for CO and NO sensing: A DFT + U study with vdW correction,"Lalmuanchhana, Lalmuanchhana, Bernard Lalroliana, et al.",Applied Surface Science,2022,27,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W3027611604,10.3390/s20102879,Gas Adsorption Investigation on SiGe Monolayer: A First-Principle Calculation,"Xiang Sun, Yuzheng Guo, Yan Zhao, et al.",Sensors,2020,27,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W2154894317,10.1186/s11671-015-1119-5,Hydrothermal Synthesis of Silver Vanadium Oxide (Ag0.35V2O5) Nanobelts for Sensing Amines,"Haitao Fu, Hui Xie, Xiaohong Yang, et al.",Nanoscale Research Letters,2015,27,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W4404533041,10.1039/d4na00739e,First-principles investigations of As-doped tetragonal boron nitride nanosheets for toxic gas sensing applications,"Kamal Hossain, Mohammad Tanvir Ahmed, Rabeya Akter Rabu, et al.",Nanoscale Advances,2024,26,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W4324280976,10.1039/d2nh00591c,An ultra-sensitive NH<sub>3</sub> gas sensor enabled by an ion-in-conjugated polycroconaine/Ti<sub>3</sub>C<sub>2</sub>T<sub><i>x</i></sub> core–shell composite,"Jin Zhou, Seyed Hossein Hosseini Shokouh, Linfan Cui, et al.",Nanoscale Horizons,2023,26,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W4386525744,10.1016/j.cplett.2023.140821,A DFT study of dissolved gases generated of PD in converter transformer oil adsorbed on Ptn (n = 1 – 3) cluster doped MoS2 monolayer,"Qiang Liu, Chen Mao, Yu Shang, et al.",Chemical Physics Letters,2023,24,DFT adsorption energy gas sensing MoS2,True,pending
https://openalex.org/W4307372260,10.3390/chemosensors10100436,Facet-Dependent Gas Adsorption Selectivity on ZnO: A DFT Study,"Weile Jiang, Yong Xia, Aifei Pan, et al.",Chemosensors,2022,24,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W4283584066,10.3390/s22134797,As-Doped h-BN Monolayer: A High Sensitivity and Short Recovery Time SF6 Decomposition Gas Sensor,"Yunfeng Long, Sheng-Yuan Xia, Liang-Yan Guo, et al.",Sensors,2022,24,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W2745972455,10.3390/s17081898,Insight into the Mechanism of CO Oxidation on WO3(001) Surfaces for Gas Sensing: A DFT Study,"Hua Jin, Hegen Zhou, Yongfan Zhang",Sensors,2017,23,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W4291170511,10.1016/j.apsusc.2022.154511,Synergistic effects of zeolite and oxygen vacancies in SnO2 for formaldehyde sensing: Molecular simulation insights &amp; experimental verification,"Yanhui Sun, Tengyue Hou, Shupeng Sun, et al.",Applied Surface Science,2022,22,DFT adsorption energy gas sensing SnO2,True,pending
